	V1
ENSG00000142149.4_chr21_33296579	-0.152799138698275
ENSG00000142149.4_chr21_33323493	0.131731600343743
ENSG00000142149.4_chr21_33324518	-0.27936774186145
ENSG00000142149.4_chr21_33330598	-0.370114093785551
ENSG00000142149.4_chr21_33341028	0.135417512129788
ENSG00000142149.4_chr21_33341116	-0.284466986740484
ENSG00000142149.4_chr21_33345874	-0.402081152015643
ENSG00000142149.4_chr21_33352385	-0.326617578887918
ENSG00000142149.4_chr21_33354151	-0.328128615850972
ENSG00000142149.4_chr21_33362831	-0.213509502473659
ENSG00000142149.4_chr21_33373967	-0.221320449891458
ENSG00000142149.4_chr21_33380551	-0.00991944081030515
ENSG00000142149.4_chr21_33418498	-0.354312942901065
ENSG00000142149.4_chr21_33420429	-0.196362320778714
ENSG00000142149.4_chr21_33433214	-0.0831831839985881
ENSG00000142149.4_chr21_33439385	0.333453866955798
ENSG00000142149.4_chr21_33441864	-0.155209880320673
ENSG00000142149.4_chr21_33461876	-0.370470090240604
ENSG00000142149.4_chr21_33481459	0.255792188283089
ENSG00000142149.4_chr21_33505772	-0.128204165972734
ENSG00000142156.10_chr21_47339729	3.45678708167225
ENSG00000142156.10_chr21_47400075	4.62315090913892
ENSG00000142156.10_chr21_47436409	8.32189503611223
ENSG00000142156.10_chr21_47449975	-0.14283043895916
ENSG00000142156.10_chr21_47473611	1.16407151734593
ENSG00000142156.10_chr21_47499809	-0.359329254505097
ENSG00000142166.8_chr21_34601289	-0.399381958485142
ENSG00000142166.8_chr21_34603311	-0.0121152702863099
ENSG00000142166.8_chr21_34609384	-0.367087802061485
ENSG00000142166.8_chr21_34609672	-0.113366580177316
ENSG00000142166.8_chr21_34624387	-0.317659583426726
ENSG00000142166.8_chr21_34655335	-0.364408830167437
ENSG00000142166.8_chr21_34660687	-0.157758382428557
ENSG00000142166.8_chr21_34691518	2.19572621358223
ENSG00000142166.8_chr21_34699091	5.64673766702137
ENSG00000142166.8_chr21_34709934	0.517581375313468
ENSG00000142166.8_chr21_34716468	-0.0743522861095204
ENSG00000142166.8_chr21_34736136	0.662140607881574
ENSG00000142166.8_chr21_34740563	3.13619716653803
ENSG00000142166.8_chr21_34764162	0.087797838638336
ENSG00000142166.8_chr21_34767684	0.128666984434483
ENSG00000142166.8_chr21_34770958	-0.371884318513672
ENSG00000142166.8_chr21_34791767	0.171321865243339
ENSG00000142166.8_chr21_34802445	-0.213321929026242
ENSG00000142166.8_chr21_34809027	-0.145896597592283
ENSG00000142166.8_chr21_34811039	0.275233544154945
ENSG00000142166.8_chr21_34814319	0.262615593481617
ENSG00000142166.8_chr21_34819989	0.0768607907695471
ENSG00000142168.10_chr21_32941393	-0.374981176305301
ENSG00000142168.10_chr21_32959592	-0.364445451510507
ENSG00000142168.10_chr21_32962333	-0.37453150268517
ENSG00000142168.10_chr21_32963567	-0.396430869841868
ENSG00000142168.10_chr21_32964604	-0.225771020070604
ENSG00000142168.10_chr21_32967793	-0.333175791535301
ENSG00000142168.10_chr21_32971075	-0.363814222494727
ENSG00000142168.10_chr21_32975906	-0.393576455067826
ENSG00000142168.10_chr21_32980445	-0.306218140416732
ENSG00000142168.10_chr21_32982890	-0.412834106937404
ENSG00000142168.10_chr21_32989170	-0.190540222536349
ENSG00000142168.10_chr21_33009547	-0.22160618414528
ENSG00000142168.10_chr21_33013422	-0.267453145214672
ENSG00000142168.10_chr21_33056023	-0.25698989256908
ENSG00000142168.10_chr21_33072485	-0.321686252641613
ENSG00000142168.10_chr21_33095924	-0.250704784966614
ENSG00000142173.10_chr21_47436409	1.26091735496634
ENSG00000142173.10_chr21_47449975	0.093181785648924
ENSG00000142173.10_chr21_47473611	-0.327602701582879
ENSG00000142173.10_chr21_47499809	-0.225298631420008
ENSG00000142173.10_chr21_47536831	-0.288794674296014
ENSG00000142173.10_chr21_47543514	-0.136961048695946
ENSG00000142173.10_chr21_47543592	0.0592217632472118
ENSG00000142173.10_chr21_47544452	-0.313066184969705
ENSG00000142173.10_chr21_47561631	0.360844606057983
ENSG00000142173.10_chr21_47586281	-0.251535320074076
ENSG00000142173.10_chr21_47606512	-0.332953594249381
ENSG00000142173.10_chr21_47615478	-0.333216573159046
ENSG00000142173.10_chr21_47624300	0.176621663235823
ENSG00000142173.10_chr21_47652662	0.278641696513169
ENSG00000142178.7_chr21_44747460	-0.330117917798852
ENSG00000142178.7_chr21_44747767	-0.150220158604138
ENSG00000142178.7_chr21_44754764	-0.163471016543237
ENSG00000142178.7_chr21_44779527	-0.235474865758122
ENSG00000142178.7_chr21_44780395	-0.311989889868971
ENSG00000142178.7_chr21_44788515	-0.346857479020698
ENSG00000142178.7_chr21_44788984	-0.408270129334924
ENSG00000142178.7_chr21_44800286	-0.400471455054201
ENSG00000142178.7_chr21_44805751	-0.224385513280101
ENSG00000142178.7_chr21_44836219	-0.295466478092637
ENSG00000142178.7_chr21_44861817	-0.353062835786721
ENSG00000142178.7_chr21_44895065	-0.394151377135562
ENSG00000142178.7_chr21_44895740	-0.305250305012092
ENSG00000142178.7_chr21_44915898	-0.215409436903975
ENSG00000142185.12_chr21_45700161	-0.30337069766907
ENSG00000142185.12_chr21_45719081	-0.382943942346987
ENSG00000142185.12_chr21_45779605	0.24673124948712
ENSG00000142185.12_chr21_45888249	-0.209580228490904
ENSG00000142188.12_chr21_34709934	-0.170167218502422
ENSG00000142188.12_chr21_34716468	0.34686656607124
ENSG00000142188.12_chr21_34736136	-0.309204759753146
ENSG00000142188.12_chr21_34740563	0.139444922112037
ENSG00000142188.12_chr21_34764162	4.1232241976755
ENSG00000142188.12_chr21_34767684	-0.394631463520577
ENSG00000142188.12_chr21_34770958	1.5289674927978
ENSG00000142188.12_chr21_34791767	0.064307738830611
ENSG00000142188.12_chr21_34802445	4.66514011849506
ENSG00000142188.12_chr21_34809027	2.5695595923692
ENSG00000142188.12_chr21_34811039	44.8480010002794
ENSG00000142188.12_chr21_34814319	64.9553068539157
ENSG00000142188.12_chr21_34819989	19.9255418843704
ENSG00000142188.12_chr21_34839088	59.6816040512744
ENSG00000142188.12_chr21_34868768	10.6762379130871
ENSG00000142188.12_chr21_34885391	8.92664488064016
ENSG00000142192.16_chr21_27157013	-0.366138747699984
ENSG00000142192.16_chr21_27173180	-0.154041313676736
ENSG00000142192.16_chr21_27182186	-0.373512670081372
ENSG00000142192.16_chr21_27188893	-0.279502610449208
ENSG00000142192.16_chr21_27191936	-0.2742520773079
ENSG00000142192.16_chr21_27198057	-0.283116652193719
ENSG00000142192.16_chr21_27202449	-0.356473018333914
ENSG00000142192.16_chr21_27249919	-0.357469439652964
ENSG00000142192.16_chr21_27265262	0.211433923022142
ENSG00000142192.16_chr21_27268726	-0.419456426174634
ENSG00000142192.16_chr21_27273711	-0.404832348533777
ENSG00000142192.16_chr21_27300655	-0.366480660409104
ENSG00000142192.16_chr21_27318982	-0.405746865032804
ENSG00000142192.16_chr21_27325058	-0.402646636913683
ENSG00000142192.16_chr21_27334219	-0.0761104644241938
ENSG00000142192.16_chr21_27352974	-0.390025531142242
ENSG00000142192.16_chr21_27385291	-0.12127324242437
ENSG00000142192.16_chr21_27409281	0.134250981661401
ENSG00000142192.16_chr21_27413077	-0.368726318205565
ENSG00000142192.16_chr21_27415232	-0.180633329307546
ENSG00000142192.16_chr21_27429783	-0.244858196480253
ENSG00000142192.16_chr21_27434978	-0.160977906061065
ENSG00000142192.16_chr21_27447067	-0.125440553048628
ENSG00000142192.16_chr21_27454547	-0.396945716281297
ENSG00000142192.16_chr21_27491202	0.312771819982294
ENSG00000142192.16_chr21_27492003	0.157983608012153
ENSG00000142192.16_chr21_27499517	-0.0818422664958631
ENSG00000142192.16_chr21_27511013	-0.323050196212749
ENSG00000142192.16_chr21_27512198	-0.403373202548768
ENSG00000142192.16_chr21_27522921	-0.0890670323452238
ENSG00000142192.16_chr21_27525774	-0.363717930937771
ENSG00000142192.16_chr21_27535228	-0.350232721297767
ENSG00000142192.16_chr21_27545115	-0.381161554314501
ENSG00000142192.16_chr21_27547040	-0.362234659589003
ENSG00000142192.16_chr21_27565267	-0.0288642405669721
ENSG00000142192.16_chr21_27570785	-0.38537781943075
ENSG00000142192.16_chr21_27581534	-0.421458469959895
ENSG00000142192.16_chr21_27619672	0.44105579398701
ENSG00000142192.16_chr21_27631281	-0.346149556758674
ENSG00000142192.16_chr21_27633864	-0.285815996121168
ENSG00000142192.16_chr21_27637024	-0.31222098814098
ENSG00000142192.16_chr21_27643263	0.733371331780167
ENSG00000142197.8_chr21_37435109	0.477723360729449
ENSG00000142197.8_chr21_37435745	-0.27482456141298
ENSG00000142197.8_chr21_37446628	-0.208995497138669
ENSG00000142197.8_chr21_37449044	0.0792919171457121
ENSG00000142197.8_chr21_37488440	-0.162053735570045
ENSG00000142197.8_chr21_37497159	4.11202544405297
ENSG00000142197.8_chr21_37504210	5.18794037078337
ENSG00000142197.8_chr21_37509765	1.01043639155546
ENSG00000142197.8_chr21_37510402	0.522305014455638
ENSG00000142197.8_chr21_37532430	0.387513481294846
ENSG00000142197.8_chr21_37538735	-0.350050672707145
ENSG00000142197.8_chr21_37548386	1.70859085381096
ENSG00000142197.8_chr21_37552877	-0.351522929577316
ENSG00000142197.8_chr21_37558503	0.672588921601617
ENSG00000142197.8_chr21_37562698	0.499306675514831
ENSG00000142197.8_chr21_37570729	-0.313432381056842
ENSG00000142197.8_chr21_37574129	-0.351893676485295
ENSG00000142197.8_chr21_37578309	-0.274048919973566
ENSG00000142197.8_chr21_37614450	0.258952797393928
ENSG00000142197.8_chr21_37619142	0.577996888136481
ENSG00000142197.8_chr21_37619932	2.00271230713702
ENSG00000142197.8_chr21_37624474	-0.241792584217411
ENSG00000142197.8_chr21_37629063	0.434801773802976
ENSG00000142197.8_chr21_37635199	-0.164018799278913
ENSG00000142197.8_chr21_37637695	-0.225122439362073
ENSG00000142197.8_chr21_37645708	0.168047505408521
ENSG00000142197.8_chr21_37658938	-0.371910797411805
ENSG00000142197.8_chr21_37661723	-0.0476434132462369
ENSG00000142197.8_chr21_37667354	0.478202878681658
ENSG00000142197.8_chr21_37680515	-0.343689159600043
ENSG00000142197.8_chr21_37681172	0.0917047954612737
ENSG00000142197.8_chr21_37684865	-0.330238618893311
ENSG00000142197.8_chr21_37703900	-0.215809840424086
ENSG00000142197.8_chr21_37715391	-0.201617783849096
ENSG00000142197.8_chr21_37754993	-0.301725513965569
ENSG00000142207.5_chr21_33631146	-0.216123766381637
ENSG00000142207.5_chr21_33639279	0.500548086139061
ENSG00000142207.5_chr21_33652817	-0.405998280705583
ENSG00000142207.5_chr21_33659555	-0.398227850729022
ENSG00000142207.5_chr21_33676924	0.608069374053698
ENSG00000142207.5_chr21_33705412	1.30912339520157
ENSG00000142207.5_chr21_33716191	4.84595590300723
ENSG00000142207.5_chr21_33744129	2.84872486758173
ENSG00000142207.5_chr21_33757296	-0.323477809835817
ENSG00000142207.5_chr21_33762779	1.71310072984276
ENSG00000142207.5_chr21_33763679	-0.220794784055797
ENSG00000142207.5_chr21_33764335	2.09015600700941
ENSG00000142207.5_chr21_33775318	0.359805036881956
ENSG00000142207.5_chr21_33776736	-0.189199764231594
ENSG00000142207.5_chr21_33797459	0.637822222886569
ENSG00000142207.5_chr21_33798271	-0.266985579252001
ENSG00000142207.5_chr21_33826910	0.864086558651728
ENSG00000142207.5_chr21_33829218	0.24525221490529
ENSG00000142207.5_chr21_33836090	0.486082748633369
ENSG00000142207.5_chr21_33840680	0.0632769032264959
ENSG00000142207.5_chr21_33844947	0.189655021524623
ENSG00000142207.5_chr21_33847650	0.575912634631535
ENSG00000142207.5_chr21_33848189	-0.0608920276582468
ENSG00000142207.5_chr21_33856273	0.0720726885249572
ENSG00000142207.5_chr21_33865010	-0.182551356062599
ENSG00000154639.14_chr21_18794940	-0.233880731844853
ENSG00000154639.14_chr21_18795121	0.143848880360078
ENSG00000154639.14_chr21_18798274	-0.383977419543433
ENSG00000154639.14_chr21_18800954	-0.359019300321458
ENSG00000154639.14_chr21_18808496	-0.297194199206622
ENSG00000154639.14_chr21_18811660	-0.358785213401389
ENSG00000154639.14_chr21_18824641	-0.380890033724372
ENSG00000154639.14_chr21_18828835	-0.118215643938079
ENSG00000154639.14_chr21_18829281	-0.263490018124572
ENSG00000154639.14_chr21_18838542	-0.376909195471491
ENSG00000154639.14_chr21_18842057	-0.129880636779709
ENSG00000154639.14_chr21_18850661	-0.00298851652248456
ENSG00000154639.14_chr21_18857753	-0.247205076105659
ENSG00000154639.14_chr21_18859940	-0.0581351508881748
ENSG00000154639.14_chr21_18862392	-0.368760527729078
ENSG00000154639.14_chr21_18896347	0.0635361908155655
ENSG00000154639.14_chr21_18930400	-0.421552215402575
ENSG00000154639.14_chr21_18932290	-0.363914363374227
ENSG00000154639.14_chr21_18937601	-0.411430286689822
ENSG00000154639.14_chr21_18941678	-0.341374603510008
ENSG00000154639.14_chr21_18952203	-0.166630049546395
ENSG00000154639.14_chr21_18989619	-0.134288585686043
ENSG00000154639.14_chr21_18997544	-0.279184108109563
ENSG00000154639.14_chr21_19002127	-0.333522781359603
ENSG00000154639.14_chr21_19042652	-0.350480741458989
ENSG00000154639.14_chr21_19054450	-0.14955097827954
ENSG00000154639.14_chr21_19056139	-0.300364645691872
ENSG00000154640.10_chr21_18896347	0.0602001484992117
ENSG00000154640.10_chr21_18930400	-0.374460351778003
ENSG00000154640.10_chr21_18932290	-0.253433096748267
ENSG00000154640.10_chr21_18937601	-0.379397040351764
ENSG00000154640.10_chr21_18941678	-0.374504878971652
ENSG00000154640.10_chr21_18952203	0.0707056960603598
ENSG00000154640.10_chr21_18989619	0.530231571771127
ENSG00000154640.10_chr21_18997544	4.2253081942187
ENSG00000154640.10_chr21_19002127	3.49082571092782
ENSG00000154640.10_chr21_19042652	-0.382917335476929
ENSG00000154640.10_chr21_19054450	-0.346234307652088
ENSG00000154640.10_chr21_19056139	-0.0950865489690838
ENSG00000154640.10_chr21_19065936	-0.311580397817252
ENSG00000154642.6_chr21_19065936	-0.282238633859427
ENSG00000154642.6_chr21_19089169	-0.324116804474488
ENSG00000154642.6_chr21_19095242	-0.220469485297504
ENSG00000154642.6_chr21_19097406	-0.362454055535327
ENSG00000154642.6_chr21_19136851	-0.406843247798002
ENSG00000154642.6_chr21_19140093	-0.383519539244027
ENSG00000154642.6_chr21_19161571	-0.38420630733782
ENSG00000154642.6_chr21_19185128	0.106283916041515
ENSG00000154642.6_chr21_19204927	-0.236077851097763
ENSG00000154642.6_chr21_19225577	-0.246042803881648
ENSG00000154642.6_chr21_19227088	-0.284673673789923
ENSG00000154642.6_chr21_19231672	-0.376039917984196
ENSG00000154642.6_chr21_19232516	-0.280398951788779
ENSG00000154642.6_chr21_19268869	-0.175201180317803
ENSG00000154642.6_chr21_19290194	-0.0381787593548785
ENSG00000154645.9_chr21_19185128	-0.383627142206854
ENSG00000154645.9_chr21_19204927	-0.402135228785176
ENSG00000154645.9_chr21_19225577	-0.35793304664238
ENSG00000154645.9_chr21_19227088	-0.351562891511357
ENSG00000154645.9_chr21_19231672	-0.249308136661568
ENSG00000154645.9_chr21_19232516	-0.284266314089386
ENSG00000154645.9_chr21_19268869	-0.160369882262676
ENSG00000154645.9_chr21_19290194	-0.345571828067525
ENSG00000154645.9_chr21_19306546	-0.308515933145997
ENSG00000154645.9_chr21_19306748	0.0395050258003998
ENSG00000154645.9_chr21_19310701	-0.202336030368766
ENSG00000154645.9_chr21_19319850	0.688873226021193
ENSG00000154645.9_chr21_19320628	1.67443087091214
ENSG00000154645.9_chr21_19323425	0.735885517079555
ENSG00000154645.9_chr21_19378664	-0.306905216788564
ENSG00000154645.9_chr21_19380630	-0.131190573056184
ENSG00000154645.9_chr21_19441840	0.756859592071721
ENSG00000154645.9_chr21_19457239	0.388515015469598
ENSG00000154645.9_chr21_19481156	-0.202954621186442
ENSG00000154645.9_chr21_19490010	0.125802890838109
ENSG00000154645.9_chr21_19494867	-0.343833975803868
ENSG00000154645.9_chr21_19501587	-0.341501169159692
ENSG00000154645.9_chr21_19502190	-0.0861153949970017
ENSG00000154645.9_chr21_19524306	-0.299417682192405
ENSG00000154645.9_chr21_19534729	-0.0252540934837508
ENSG00000154645.9_chr21_19583459	-0.220765556076851
ENSG00000154645.9_chr21_19626452	-0.205081472132012
ENSG00000154645.9_chr21_19633138	-0.276472980768741
ENSG00000154645.9_chr21_19653343	-0.196777363272984
ENSG00000154645.9_chr21_19657318	-0.219187559107596
ENSG00000154645.9_chr21_19680694	0.0790136833332995
ENSG00000154645.9_chr21_19685653	-0.202688328253304
ENSG00000154645.9_chr21_19711012	-0.261518449425396
ENSG00000154654.10_chr21_22271788	-0.332049729286954
ENSG00000154654.10_chr21_22272290	0.0440257471576331
ENSG00000154654.10_chr21_22286851	-0.40019870087177
ENSG00000154654.10_chr21_22298867	-0.253003007783013
ENSG00000154654.10_chr21_22310308	-0.0441667539916115
ENSG00000154654.10_chr21_22345636	-0.389410905875268
ENSG00000154654.10_chr21_22346284	-0.310265828771907
ENSG00000154654.10_chr21_22353978	-0.16155162692612
ENSG00000154654.10_chr21_22354377	-0.0498273600055728
ENSG00000154654.10_chr21_22371671	0.0613808743098869
ENSG00000154654.10_chr21_22383472	0.615546316689828
ENSG00000154654.10_chr21_22386099	0.19121139406813
ENSG00000154654.10_chr21_22404128	-0.353459853730629
ENSG00000154654.10_chr21_22416354	-0.419089382782973
ENSG00000154654.10_chr21_22457519	-0.235023345587442
ENSG00000154654.10_chr21_22523296	-0.139973685387907
ENSG00000154654.10_chr21_22528887	-0.424855081003924
ENSG00000154654.10_chr21_22559760	-0.290047857390656
ENSG00000154654.10_chr21_22570504	-0.373671158806503
ENSG00000154654.10_chr21_22588052	-0.322918944780449
ENSG00000154654.10_chr21_22608483	-0.371086643403775
ENSG00000154654.10_chr21_22609077	-0.378137464526031
ENSG00000154654.10_chr21_22627270	-0.32450160453002
ENSG00000154654.10_chr21_22632240	-0.296289131787807
ENSG00000154654.10_chr21_22644796	-0.313682904690013
ENSG00000154654.10_chr21_22652490	-0.256054646417357
ENSG00000154654.10_chr21_22665609	-0.325178029680855
ENSG00000154654.10_chr21_22667133	-0.335489419040926
ENSG00000154654.10_chr21_22668156	-0.371582664186678
ENSG00000154654.10_chr21_22670909	-0.222593714227104
ENSG00000154654.10_chr21_22673691	-0.124182577023791
ENSG00000154654.10_chr21_22680383	-0.182866291698857
ENSG00000154654.10_chr21_22687080	-0.27367070630042
ENSG00000154654.10_chr21_22692027	-0.319450504115909
ENSG00000154654.10_chr21_22704221	0.397940555406213
ENSG00000154654.10_chr21_22729308	0.337890054900738
ENSG00000154654.10_chr21_22737559	0.431587511089134
ENSG00000154654.10_chr21_22744186	-0.11394153197183
ENSG00000154654.10_chr21_22750496	-0.149989017590355
ENSG00000154654.10_chr21_22757692	-0.319093803399071
ENSG00000154654.10_chr21_22759497	0.501555565293283
ENSG00000154654.10_chr21_22782453	-0.401329308717391
ENSG00000154654.10_chr21_22788815	-0.181375224315926
ENSG00000154654.10_chr21_22790415	0.0557826398259437
ENSG00000154654.10_chr21_22809249	-0.168286968073816
ENSG00000154654.10_chr21_22809795	-0.103191570800016
ENSG00000154654.10_chr21_22810229	-0.235138577004564
ENSG00000154654.10_chr21_22815745	-0.319853802568351
ENSG00000154654.10_chr21_22823279	-0.264343611771462
ENSG00000154654.10_chr21_22824489	-0.318438014322508
ENSG00000154654.10_chr21_22833253	0.235543896320541
ENSG00000154654.10_chr21_22845270	-0.0815588252299122
ENSG00000154654.10_chr21_22868299	-0.254920012559297
ENSG00000154654.10_chr21_22896360	-0.11050492769696
ENSG00000154654.10_chr21_22912576	-0.329445010583928
ENSG00000154654.10_chr21_22923968	-0.239397768002257
ENSG00000154654.10_chr21_22946756	-0.226855269257403
ENSG00000154654.10_chr21_22949229	0.0492510652348336
ENSG00000154654.10_chr21_22954638	-0.351970522700881
ENSG00000154654.10_chr21_22964650	-0.393588964957149
ENSG00000154654.10_chr21_22975954	-0.352764377950338
ENSG00000154654.10_chr21_23008975	-0.0964331703045056
ENSG00000154719.9_chr21_26887083	-0.0234149487571784
ENSG00000154719.9_chr21_26898381	-0.158884822541289
ENSG00000154719.9_chr21_26912434	8.99530506605013
ENSG00000154719.9_chr21_26939258	6.79426760365634
ENSG00000154719.9_chr21_26945842	13.464263129584
ENSG00000154719.9_chr21_26948798	11.8417356794253
ENSG00000154719.9_chr21_26960624	19.0874807953675
ENSG00000154719.9_chr21_26963962	10.9513352559863
ENSG00000154719.9_chr21_26968987	1.48808560328501
ENSG00000154719.9_chr21_26984430	9.85836223530788
ENSG00000154719.9_chr21_26985864	4.31242534072236
ENSG00000154719.9_chr21_26998585	1.4861596814223
ENSG00000154719.9_chr21_27005573	3.22787545050844
ENSG00000154719.9_chr21_27013908	11.619640511024
ENSG00000154719.9_chr21_27017179	11.7461702292392
ENSG00000154719.9_chr21_27018887	0.881991138392986
ENSG00000154719.9_chr21_27020523	3.00770816294529
ENSG00000154719.9_chr21_27020756	11.0817421371495
ENSG00000154719.9_chr21_27041684	7.26777899514835
ENSG00000154719.9_chr21_27062577	-0.251549383130259
ENSG00000154719.9_chr21_27072629	1.88213085394043
ENSG00000154721.10_chr21_26912434	-0.311169388142624
ENSG00000154721.10_chr21_26939258	-0.241457453294132
ENSG00000154721.10_chr21_26945842	-0.267325602576241
ENSG00000154721.10_chr21_26948798	-0.306380248523167
ENSG00000154721.10_chr21_26960624	-0.351926944535819
ENSG00000154721.10_chr21_26963962	-0.24570651754811
ENSG00000154721.10_chr21_26968987	-0.244510120030556
ENSG00000154721.10_chr21_26984430	-0.302136278063642
ENSG00000154721.10_chr21_26985864	0.0206657524721534
ENSG00000154721.10_chr21_26998585	-0.272987260101329
ENSG00000154721.10_chr21_27005573	-0.390094199186796
ENSG00000154721.10_chr21_27013908	-0.188991235440464
ENSG00000154721.10_chr21_27017179	-0.290241298561646
ENSG00000154721.10_chr21_27018887	0.186079112730101
ENSG00000154721.10_chr21_27020523	-0.39769031467188
ENSG00000154721.10_chr21_27020756	-0.344254525899628
ENSG00000154721.10_chr21_27041684	-0.374698901021269
ENSG00000154721.10_chr21_27062577	-0.057081146021827
ENSG00000154721.10_chr21_27072629	-0.239052201580644
ENSG00000154721.10_chr21_27118321	-0.412406493104384
ENSG00000154721.10_chr21_27157013	-0.251627329150947
ENSG00000154721.10_chr21_27173180	-0.0297244485455353
ENSG00000154721.10_chr21_27182186	-0.349343542763271
ENSG00000154721.10_chr21_27188893	-0.35291287069916
ENSG00000154723.8_chr21_26998585	-0.194170984722436
ENSG00000154723.8_chr21_27005573	-0.399163607770964
ENSG00000154723.8_chr21_27013908	-0.323390117664612
ENSG00000154723.8_chr21_27017179	-0.346014768928776
ENSG00000154723.8_chr21_27018887	-0.190756279639472
ENSG00000154723.8_chr21_27020523	-0.299367091854344
ENSG00000154723.8_chr21_27020756	-0.066404734126257
ENSG00000154723.8_chr21_27041684	-0.278389029745159
ENSG00000154723.8_chr21_27062577	-0.270900863554879
ENSG00000154723.8_chr21_27072629	-0.142432903992478
ENSG00000154723.8_chr21_27118321	-0.21758062178977
ENSG00000154723.8_chr21_27157013	-0.158664172491511
ENSG00000154723.8_chr21_27173180	-0.141627322292473
ENSG00000154723.8_chr21_27182186	-0.4163838658199
ENSG00000154723.8_chr21_27188893	-0.307142832996223
ENSG00000154723.8_chr21_27191936	-0.302437821272322
ENSG00000154723.8_chr21_27198057	-0.265024102275214
ENSG00000154723.8_chr21_27202449	-0.417088275041735
ENSG00000154727.6_chr21_27013908	-0.378731842497997
ENSG00000154727.6_chr21_27017179	-0.418641052166186
ENSG00000154727.6_chr21_27018887	-0.185718489134429
ENSG00000154727.6_chr21_27020523	-0.338766691765981
ENSG00000154727.6_chr21_27020756	-0.381892864008083
ENSG00000154727.6_chr21_27041684	-0.223886712116789
ENSG00000154727.6_chr21_27062577	-0.204550811321205
ENSG00000154727.6_chr21_27072629	-0.379688893314001
ENSG00000154727.6_chr21_27118321	0.313641583705092
ENSG00000154727.6_chr21_27157013	-0.34505047701705
ENSG00000154727.6_chr21_27173180	0.240817065754543
ENSG00000154727.6_chr21_27182186	-0.280209646589585
ENSG00000154727.6_chr21_27188893	-0.290270643674974
ENSG00000154727.6_chr21_27191936	-0.177301018102313
ENSG00000154727.6_chr21_27198057	-0.263855970544324
ENSG00000154727.6_chr21_27202449	0.0424696358996686
ENSG00000154734.10_chr21_28136707	-0.112689525679989
ENSG00000154734.10_chr21_28137425	-0.34370193424003
ENSG00000154734.10_chr21_28140095	-0.0576780790953837
ENSG00000154734.10_chr21_28141076	-0.237675115260261
ENSG00000154734.10_chr21_28160757	0.161560467824213
ENSG00000154734.10_chr21_28187414	-0.108254248239173
ENSG00000154734.10_chr21_28240670	-0.403740816433038
ENSG00000154734.10_chr21_28248912	-0.193623315036586
ENSG00000154734.10_chr21_28268594	0.312582241277604
ENSG00000154734.10_chr21_28289857	-0.320453839034642
ENSG00000154736.5_chr21_28240670	0.121367926741027
ENSG00000154736.5_chr21_28248912	-0.194723096473279
ENSG00000154736.5_chr21_28268594	-0.231593091408646
ENSG00000154736.5_chr21_28289857	-0.108119551125593
ENSG00000154736.5_chr21_28329749	-0.354361923596397
ENSG00000154736.5_chr21_28346510	0.24395866619226
ENSG00000154736.5_chr21_28370024	-0.287551524469258
ENSG00000154736.5_chr21_28387635	-0.324830627077496
ENSG00000154736.5_chr21_28401918	-0.169163093313362
ENSG00000154736.5_chr21_28403359	-0.385045172670701
ENSG00000154736.5_chr21_28417365	0.302086294029864
ENSG00000154736.5_chr21_28418772	-0.305537389475304
