gene	chrom	str.start	beta	beta.se
ENSG00000142192.16	chr21	27581534	0.007927125415263688	0.06085614977544425
ENSG00000142192.16	chr21	27619672	0.07644251918963296	0.062075115202181674
ENSG00000142192.16	chr21	27631281	-0.024580644248032017	0.062481115644810015
ENSG00000142192.16	chr21	27633864	-0.05771372522685918	0.06264099453662254
ENSG00000142192.16	chr21	27637024	0.06372099976761042	0.06142066927631791
ENSG00000142192.16	chr21	27643263	0.15619311815864642	0.06137434065227474
ENSG00000142197.8	chr21	37435109	-0.07230626744399585	0.06092483145967041
ENSG00000142197.8	chr21	37435745	0.02711563539091737	0.06386416523603279
ENSG00000142197.8	chr21	37446628	0.1049206435184511	0.060975517660769175
ENSG00000142197.8	chr21	37449044	-0.05945192998387577	0.06511742153467237
ENSG00000142197.8	chr21	37488440	0.007547769110219848	0.06441382777185209
ENSG00000142197.8	chr21	37497159	0.2472814877535769	0.06009133643605113
ENSG00000142197.8	chr21	37504210	0.264038024378639	0.061746570943557726
ENSG00000142197.8	chr21	37509765	-0.13242935000699946	0.066524481277681
ENSG00000142197.8	chr21	37510402	0.046892560416602544	0.061246484870058085
ENSG00000142197.8	chr21	37532430	-0.14897143002881755	0.060516117054489615
ENSG00000142197.8	chr21	37538735	0.04319293014299145	0.06616481185650944
ENSG00000142197.8	chr21	37548386	0.24098678937698084	0.06649950994721382
ENSG00000142197.8	chr21	37552877	-0.05640984377583778	0.06053735871117068
ENSG00000142197.8	chr21	37558503	0.1574262815608408	0.06335012661937664
ENSG00000142197.8	chr21	37562698	0.1603155610136997	0.06121522312228391
ENSG00000142197.8	chr21	37570729	0.07437616688254045	0.06738657596354553
ENSG00000142197.8	chr21	37574129	0.06430620952855355	0.06130236572171997
ENSG00000142197.8	chr21	37578309	-0.0021604383954318537	0.06349991530683771
ENSG00000142197.8	chr21	37614450	0.06706864198226807	0.06550538926442516
ENSG00000142197.8	chr21	37619142	0.04350709851673483	0.06137134517815347
ENSG00000142197.8	chr21	37619932	0.12311086822335307	0.06178368472469125
ENSG00000142197.8	chr21	37624474	-0.04894308677803859	0.0665867712673267
ENSG00000142197.8	chr21	37629063	0.0812926050546123	0.06291053257617257
ENSG00000142197.8	chr21	37635199	0.10436499968127846	0.06572099113802128
ENSG00000142197.8	chr21	37637695	-0.0032896511926353077	0.06131360218388145
ENSG00000142197.8	chr21	37645708	0.12154221982666287	0.06380586156652311
ENSG00000142197.8	chr21	37647129	-0.14372756657520516	0.06079170706248674
ENSG00000142197.8	chr21	37658938	0.011364790047254549	0.062253259979617524
ENSG00000142197.8	chr21	37661723	-0.05991831397239952	0.06429992597101841
ENSG00000142197.8	chr21	37667354	-0.09499707527353878	0.06535630314461263
ENSG00000142197.8	chr21	37680515	0.0005035645519924074	0.061898438210997615
ENSG00000142197.8	chr21	37681172	0.12723057595927806	0.06187134827619239
ENSG00000142197.8	chr21	37684865	0.051422646665806836	0.0636733186648559
ENSG00000142197.8	chr21	37703900	0.009382051644319156	0.060855383434735434
ENSG00000142197.8	chr21	37715391	-0.017913399356046758	0.060848296793580565
ENSG00000142197.8	chr21	37754993	-0.015417770391202254	0.06286198862632318
ENSG00000142207.5	chr21	33631146	0.0019611819217283974	0.06286934044073031
ENSG00000142207.5	chr21	33639279	-0.06801537172193395	0.061403222364162235
ENSG00000142207.5	chr21	33652817	-0.0014524303792135679	0.06324548649337729
ENSG00000142207.5	chr21	33659555	0.029289973074024967	0.0637303165046098
ENSG00000142207.5	chr21	33676924	-0.14571722057835154	0.061004471930667714
ENSG00000142207.5	chr21	33705412	0.15196280335882734	0.0604882539250708
ENSG00000142207.5	chr21	33716191	0.2071028532759933	0.06409182013668528
ENSG00000142207.5	chr21	33744129	-0.1561290012094171	0.060906452453737776
ENSG00000142207.5	chr21	33757296	0.06060417648272987	0.061549298111933576
ENSG00000142207.5	chr21	33762779	-0.14859821083615107	0.06492431175980251
ENSG00000142207.5	chr21	33763679	-0.008126808249968292	0.061427483093471576
ENSG00000142207.5	chr21	33764335	0.15844250536113189	0.060883731757803934
ENSG00000142207.5	chr21	33775318	0.0979004497592425	0.06171944905834102
ENSG00000142207.5	chr21	33776736	0.06200616401524104	0.06668674221768271
ENSG00000142207.5	chr21	33797459	0.09862806227290488	0.061014989694456435
ENSG00000142207.5	chr21	33798271	-0.07999704486162194	0.0611174289655469
ENSG00000142207.5	chr21	33826910	0.17926370252366386	0.06259776240511772
ENSG00000142207.5	chr21	33829218	0.13612986411208422	0.06062930466888361
ENSG00000142207.5	chr21	33836090	-0.1714916528107134	0.05995648462183498
ENSG00000142207.5	chr21	33840680	0.1375727502576287	0.06239511002876901
ENSG00000142207.5	chr21	33844947	-0.11684434154749222	0.06183083322579945
ENSG00000142207.5	chr21	33847650	0.1528369891600321	0.06082266992711265
ENSG00000142207.5	chr21	33848189	-0.11922216285121645	0.06279446077115641
ENSG00000142207.5	chr21	33856273	-0.15409013927133638	0.06249019855879294
ENSG00000142207.5	chr21	33865010	-0.09730428040446024	0.06506183373888019
ENSG00000154639.14	chr21	18794940	-0.09436759318309644	0.061740609916900585
ENSG00000154639.14	chr21	18795121	-0.05768996416637617	0.06670403272888978
ENSG00000154639.14	chr21	18798274	-0.02723949105604396	0.06347650092646065
ENSG00000154639.14	chr21	18800954	-0.053066966382550255	0.06088516514608468
ENSG00000154639.14	chr21	18808496	-0.07223507834441661	0.06562328846522023
ENSG00000154639.14	chr21	18811660	-0.022125971427106227	0.062242039476945475
ENSG00000154639.14	chr21	18824641	-0.03601789319661206	0.06450783903816387
ENSG00000154639.14	chr21	18828835	0.02759652556709932	0.06534714766879343
ENSG00000154639.14	chr21	18829281	0.022857308082060386	0.0618822743227285
ENSG00000154639.14	chr21	18838542	0.003962317242537896	0.06108424266248634
ENSG00000154639.14	chr21	18842057	0.01335919627961035	0.06261684080540994
ENSG00000154639.14	chr21	18850661	-0.009520457054605887	0.06142672766240447
ENSG00000154639.14	chr21	18857753	-0.00837763566889772	0.06696260301678061
ENSG00000154639.14	chr21	18859940	0.07027507739855969	0.060707599545527235
ENSG00000154639.14	chr21	18862392	-0.013823994861983602	0.06414389999082651
ENSG00000154639.14	chr21	18896347	0.07755083261476327	0.06171203265621927
ENSG00000154639.14	chr21	18930400	0.0020272778591501643	0.06337229482655858
ENSG00000154639.14	chr21	18932290	-0.01812629659923292	0.06323516228718301
ENSG00000154639.14	chr21	18937601	0.005465978816037161	0.0617792834133507
ENSG00000154639.14	chr21	18941678	0.013154268968667249	0.06165730647583575
ENSG00000154639.14	chr21	18952203	0.11837989744916545	0.06343842265455257
ENSG00000154639.14	chr21	18989619	-0.10100728359665467	0.06043500148631607
ENSG00000154639.14	chr21	18997544	0.08227221539009456	0.06446533506466244
ENSG00000154639.14	chr21	19002127	-0.05630033483059039	0.060987834372195175
ENSG00000154639.14	chr21	19042652	-0.031547955313364524	0.061515110440922526
ENSG00000154639.14	chr21	19054450	-0.054607997523194535	0.06252898830821628
ENSG00000154639.14	chr21	19056139	-0.008444804324888217	0.0677261310836463
ENSG00000154640.10	chr21	18896347	-0.1122427014305133	0.061507298759356274
ENSG00000154640.10	chr21	18930400	-0.02898778411682972	0.06334579379765798
ENSG00000154640.10	chr21	18932290	-0.0034811353399751	0.06324516998780988
ENSG00000154640.10	chr21	18937601	-0.009468868661121592	0.061777436669046164
ENSG00000154640.10	chr21	18941678	-0.02166371593602821	0.06164817024942482
ENSG00000154640.10	chr21	18952203	-0.13680515965195794	0.06328698316343563
ENSG00000154640.10	chr21	18989619	0.03726680676476941	0.06070347701895053
ENSG00000154640.10	chr21	18997544	-0.05172387578794251	0.06459803748050351
ENSG00000154640.10	chr21	19002127	0.00853227715511823	0.061082498661326874
ENSG00000154640.10	chr21	19042652	-0.025906608171623092	0.06152508873736238
ENSG00000154640.10	chr21	19054450	0.04178095407623865	0.0625677468711733
ENSG00000154640.10	chr21	19056139	-0.08927058640911957	0.06745813388712217
ENSG00000154640.10	chr21	19065936	-0.07442702269546797	0.06397210742154304
ENSG00000154642.6	chr21	19065936	0.08519997254857962	0.06391677216588648
ENSG00000154642.6	chr21	19089169	-0.07355480342378448	0.06091925445238688
ENSG00000154642.6	chr21	19095242	0.1049941258257206	0.06501072342649547
ENSG00000154642.6	chr21	19097406	-0.022844697793793767	0.0608421795632769
ENSG00000154642.6	chr21	19136851	-0.039523105264543126	0.061381514153792685
ENSG00000154642.6	chr21	19140093	0.006030169017259694	0.0678831890804416
ENSG00000154642.6	chr21	19161571	0.02218734633875724	0.06453383226592738
ENSG00000154642.6	chr21	19185128	0.06662059974320278	0.06176093123621273
ENSG00000154642.6	chr21	19204927	-0.030483845309465605	0.06398868801077871
ENSG00000154642.6	chr21	19225577	0.06710689327288352	0.06117571957030502
ENSG00000154642.6	chr21	19227088	-0.02596597092614052	0.06649658213167102
ENSG00000154642.6	chr21	19231672	-0.0155234016617143	0.06536416802455372
ENSG00000154642.6	chr21	19232516	0.02097684682255124	0.060732307550702726
ENSG00000154642.6	chr21	19268869	0.09514200944641098	0.06578209356830515
ENSG00000154642.6	chr21	19279041	0.06944767487349479	0.06439387329988094
ENSG00000154642.6	chr21	19290194	-0.06248708919537733	0.06189617123997908
ENSG00000154645.9	chr21	19185128	-0.0185376294989636	0.06188780963940981
ENSG00000154645.9	chr21	19204927	0.016825264250905296	0.0640093778504269
ENSG00000154645.9	chr21	19225577	-0.0356894658844816	0.061274872563003686
ENSG00000154645.9	chr21	19227088	-0.0359142064946158	0.06647609756644184
ENSG00000154645.9	chr21	19231672	-0.0464739324010266	0.06530141075187085
ENSG00000154645.9	chr21	19232516	-0.02350267300716968	0.060728894390398185
ENSG00000154645.9	chr21	19268869	-0.06594611800848776	0.06593801209431675
ENSG00000154645.9	chr21	19279041	0.13326699637705208	0.06397395002644443
ENSG00000154645.9	chr21	19290194	-0.007048037179081655	0.062015826924445565
ENSG00000154645.9	chr21	19306546	0.02539157026157	0.06606055407117478
ENSG00000154645.9	chr21	19306748	0.07003232187496616	0.060596526452055086
ENSG00000154645.9	chr21	19310701	0.025200126200754285	0.06297407357805085
ENSG00000154645.9	chr21	19319850	0.09513448371023098	0.06092143371734395
ENSG00000154645.9	chr21	19320628	0.1474293358777619	0.06145798046336773
ENSG00000154645.9	chr21	19323425	0.13826491530229645	0.06419779091190186
ENSG00000154645.9	chr21	19378664	-0.030990204578535657	0.06520147522218894
ENSG00000154645.9	chr21	19380630	-0.10398713752186127	0.0616811489476326
ENSG00000154645.9	chr21	19441840	-0.13882041196074518	0.06631656967573235
ENSG00000154645.9	chr21	19457239	0.1205634879530254	0.06632793412592766
ENSG00000154645.9	chr21	19481156	0.047942975140729024	0.06488228455186698
ENSG00000154645.9	chr21	19490010	0.14849274589663838	0.06217245887015236
ENSG00000154645.9	chr21	19494867	0.015448764244417676	0.06273809250145981
ENSG00000154645.9	chr21	19501587	-8.20388959370125e-05	0.06362847608345587
ENSG00000154645.9	chr21	19502190	0.030067033764771562	0.06359970887949917
ENSG00000154645.9	chr21	19524306	0.03021783563892427	0.06359941952251144
ENSG00000154645.9	chr21	19534729	0.08885729969638304	0.06553490792777884
ENSG00000154645.9	chr21	19583459	-0.02286556125647972	0.06493999717065746
ENSG00000154645.9	chr21	19626452	-0.09052287052535532	0.06624590853660349
ENSG00000154645.9	chr21	19633138	0.042196621342856185	0.06103031559963645
ENSG00000154645.9	chr21	19653343	0.047889358582469656	0.0636845187162801
ENSG00000154645.9	chr21	19657318	-0.010932799327474148	0.06495309810286011
ENSG00000154645.9	chr21	19680694	-0.10727345266957823	0.06177841854158631
ENSG00000154645.9	chr21	19685653	0.010848288954469144	0.06286576182933319
ENSG00000154645.9	chr21	19711012	-0.0315825510752953	0.0612833472967424
ENSG00000154654.10	chr21	22271788	0.0555564787957708	0.06555181806784005
ENSG00000154654.10	chr21	22272290	-0.13579964672851402	0.06040625955244009
ENSG00000154654.10	chr21	22286851	-0.003953278336019022	0.06696442973834058
ENSG00000154654.10	chr21	22298867	0.04240240501631002	0.06256610734596486
ENSG00000154654.10	chr21	22310308	-0.044170353659825516	0.06382530301957905
ENSG00000154654.10	chr21	22345636	-0.008693079211385525	0.0634976641167338
ENSG00000154654.10	chr21	22346284	-0.004763326343736222	0.06551143499181887
ENSG00000154654.10	chr21	22353978	-0.07063016761985041	0.06198179392120794
ENSG00000154654.10	chr21	22354377	0.07045067827364279	0.06174464476230247
ENSG00000154654.10	chr21	22371671	0.14509198263861195	0.06701185423593055
ENSG00000154654.10	chr21	22383472	0.15719685047011087	0.06112888056466592
ENSG00000154654.10	chr21	22386099	-0.1306222540087486	0.064673906302431
ENSG00000154654.10	chr21	22404128	-0.05788768640353755	0.06144253954523976
ENSG00000154654.10	chr21	22416354	-0.013837216122760176	0.061774291555122575
ENSG00000154654.10	chr21	22457519	0.01983548229868177	0.06426978756431273
ENSG00000154654.10	chr21	22523296	0.016264633581535494	0.0610766420192897
ENSG00000154654.10	chr21	22528887	0.013973705832947634	0.06177417428789728
ENSG00000154654.10	chr21	22559760	0.02519122552572575	0.062237523333469526
ENSG00000154654.10	chr21	22570504	-0.012614930165681205	0.0646794756894972
ENSG00000154654.10	chr21	22588052	-0.011109635521609495	0.06074192507032813
ENSG00000154654.10	chr21	22608483	0.03388953861742453	0.0611638524852104
ENSG00000154654.10	chr21	22609077	-0.0204325978338404	0.06453624656429388
ENSG00000154654.10	chr21	22627270	-0.03528229469226245	0.0654713894098025
ENSG00000154654.10	chr21	22632240	0.0700179191374628	0.06680060319669592
