gene	chrom	str.start	beta	beta.se
ENSG00000142173.10	chr21	47544452	0.07048434291659574	0.06321481059632603
ENSG00000142173.10	chr21	47561631	-0.0074639115571478514	0.06835668854817566
ENSG00000142173.10	chr21	47586281	0.06735644902692171	0.06788685810659953
ENSG00000142173.10	chr21	47606512	-0.0654631475259072	0.06298404832883042
ENSG00000142173.10	chr21	47615478	-0.05397982310877557	0.0636647143114801
ENSG00000142173.10	chr21	47624300	-0.13449165996091644	0.06606098170633135
ENSG00000142173.10	chr21	47652662	-0.15134375166095024	0.061901093431160674
ENSG00000142178.7	chr21	44747460	0.04415162729805742	0.06293264961943656
ENSG00000142178.7	chr21	44747767	-0.022983287980339755	0.06771065560830483
ENSG00000142178.7	chr21	44754764	0.006683953312407164	0.06286805697662577
ENSG00000142178.7	chr21	44779527	-0.04853274386652127	0.06420668372216619
ENSG00000142178.7	chr21	44780395	0.007364281357413366	0.06274387906151001
ENSG00000142178.7	chr21	44788515	-0.02812538294342755	0.06296915857689457
ENSG00000142178.7	chr21	44788984	-0.01854110623801621	0.06695344167014451
ENSG00000142178.7	chr21	44800286	-0.04084534521845259	0.06281699556579419
ENSG00000142178.7	chr21	44805751	0.02564949530771849	0.06801899596431045
ENSG00000142178.7	chr21	44836219	-0.07558081180219306	0.06632874484947485
ENSG00000142178.7	chr21	44861817	0.014523047759661038	0.06273896304994038
ENSG00000142178.7	chr21	44895065	-0.007227697207926585	0.06711385245208168
ENSG00000142178.7	chr21	44895740	0.05470885338418752	0.0651351113394104
ENSG00000142178.7	chr21	44915898	0.00605593661194852	0.06362730951979458
ENSG00000142182.4	chr21	45609285	-0.09465096567930628	0.06535846760353746
ENSG00000142182.4	chr21	45633135	-0.03637121511191435	0.0628278636705425
ENSG00000142182.4	chr21	45640673	0.0471873696319854	0.06876615198966332
ENSG00000142182.4	chr21	45642818	-0.008565962631290483	0.06495459706998448
ENSG00000142182.4	chr21	45700161	0.10152368061243833	0.06588443305326054
ENSG00000142182.4	chr21	45719081	0.08884881300972053	0.06525308564643488
ENSG00000142182.4	chr21	45779605	-0.05210793465849727	0.06826572473487481
ENSG00000142185.12	chr21	45700161	-0.02243464333007235	0.06620994938943826
ENSG00000142185.12	chr21	45719081	-0.03287614757647736	0.06547676450960338
ENSG00000142185.12	chr21	45779605	0.17336703717485458	0.06732345796691147
ENSG00000142185.12	chr21	45888249	-0.07995565431704256	0.06304306760755647
ENSG00000142188.12	chr21	34709934	0.05832872224704577	0.0625158100838132
ENSG00000142188.12	chr21	34716468	0.1236239309812723	0.06418843610216389
ENSG00000142188.12	chr21	34736136	0.006878309453769987	0.06967165324797524
ENSG00000142188.12	chr21	34740563	-0.11974757363590885	0.06266525621973396
ENSG00000142188.12	chr21	34764162	0.13661996813756014	0.06755996421116871
ENSG00000142188.12	chr21	34767684	0.0434266188621581	0.06281015151625477
ENSG00000142188.12	chr21	34770958	0.03738134172854842	0.06831081506342056
ENSG00000142188.12	chr21	34791767	0.11329019241737935	0.06400095085853652
ENSG00000142188.12	chr21	34802445	-0.1980575800666251	0.06138190302949359
ENSG00000142188.12	chr21	34809027	-0.18700714302575056	0.06341097198886231
ENSG00000142188.12	chr21	34811039	-0.5502633212857719	0.05789622169681781
ENSG00000142188.12	chr21	34814319	0.5555527991940891	0.05206937631877237
ENSG00000142188.12	chr21	34819989	0.460758609907569	0.06260122165117167
ENSG00000142188.12	chr21	34839088	0.55376987739964	0.05386092904269495
ENSG00000142188.12	chr21	34868768	-0.29129296341990546	0.05978961845053985
ENSG00000142188.12	chr21	34885391	0.2182985594623404	0.06491470710736362
ENSG00000142192.16	chr21	27157013	-0.00861457262202902	0.06916887970267521
ENSG00000142192.16	chr21	27173180	-0.08384543059570777	0.0631492763178706
ENSG00000142192.16	chr21	27182186	0.02377816794762073	0.06480204500381673
ENSG00000142192.16	chr21	27188893	-0.05306763863449195	0.06687059404973114
ENSG00000142192.16	chr21	27191936	-0.058262272723195736	0.06685120039026524
ENSG00000142192.16	chr21	27198057	0.0364430550423828	0.06589424675483993
ENSG00000142192.16	chr21	27202449	-0.033969295846474776	0.06320905273581287
ENSG00000142192.16	chr21	27249919	0.013049384004496848	0.0636230585341135
ENSG00000142192.16	chr21	27265262	-0.11351113040724264	0.06481118971136741
ENSG00000142192.16	chr21	27268726	0.020362267691068137	0.06374445227110667
ENSG00000142192.16	chr21	27273711	0.011975081455721407	0.06622186914920626
ENSG00000142192.16	chr21	27300655	-0.024924563788227674	0.06297450876699483
ENSG00000142192.16	chr21	27318982	-0.010689974930480607	0.06349643514364851
ENSG00000142192.16	chr21	27325058	-0.03575482200954422	0.06307908123028465
ENSG00000142192.16	chr21	27334219	0.05596670877098136	0.06762239082484828
ENSG00000142192.16	chr21	27352974	0.025240297969609943	0.06284943194873194
ENSG00000142192.16	chr21	27385291	0.08635569390941672	0.06326285073232107
ENSG00000142192.16	chr21	27409281	0.017557462896125888	0.06310971081844884
ENSG00000142192.16	chr21	27413077	-0.04719149395600849	0.0630491164667977
ENSG00000142192.16	chr21	27415232	-0.005331032329477657	0.06468370356334506
ENSG00000142192.16	chr21	27429783	-0.06479042120536026	0.06551527201926867
ENSG00000142192.16	chr21	27434978	-0.06858654364195929	0.06399896752096867
ENSG00000142192.16	chr21	27447067	0.015048367191320544	0.06772087703540447
ENSG00000142192.16	chr21	27454547	0.02026252392573061	0.06494364418751926
ENSG00000142192.16	chr21	27491202	0.1578974531462746	0.06232763944355075
ENSG00000142192.16	chr21	27492003	-0.15408261040328275	0.0626156295580026
ENSG00000142192.16	chr21	27499517	-0.1266913430513913	0.06540673092592746
ENSG00000142192.16	chr21	27511013	-0.03572804099320892	0.06307914168632624
ENSG00000142192.16	chr21	27512198	-0.0019603217594509875	0.06375754880026903
ENSG00000142192.16	chr21	27522921	0.10484700063852996	0.0641939478733881
ENSG00000142192.16	chr21	27525774	0.049872480449055685	0.06266749951017436
ENSG00000142192.16	chr21	27535228	0.03066340477086895	0.06693346390386322
ENSG00000142192.16	chr21	27545115	0.007134387587602331	0.06311783391579691
ENSG00000142192.16	chr21	27547040	0.017034007476956457	0.0705243277805742
ENSG00000142192.16	chr21	27554138	-0.014476820640218959	0.0666596803560743
ENSG00000142192.16	chr21	27565267	0.121962899364312	0.06380254441863532
ENSG00000142192.16	chr21	27570785	-0.02181795740151812	0.06650317634089695
ENSG00000142192.16	chr21	27581534	0.0030276120094994987	0.06262214209566054
ENSG00000142192.16	chr21	27619672	0.1390572839328402	0.06339645849682317
ENSG00000142192.16	chr21	27631281	-0.015519138020292075	0.06454194877348847
ENSG00000142192.16	chr21	27633864	0.06841125624569268	0.06494195256896626
ENSG00000142192.16	chr21	27637024	-0.05799015725244135	0.06326577907411521
ENSG00000142192.16	chr21	27643263	0.09524842603004274	0.0634677991890184
ENSG00000142197.8	chr21	37435109	0.01141715085457628	0.0632414309979261
ENSG00000142197.8	chr21	37435745	-0.06466519807852883	0.06580004004747908
ENSG00000142197.8	chr21	37446628	-0.020596115610628008	0.06348659370869485
ENSG00000142197.8	chr21	37449044	0.07931828670877973	0.06630943182933427
ENSG00000142197.8	chr21	37488440	0.08067584327488724	0.06674667349706105
ENSG00000142197.8	chr21	37497159	0.16154172152867086	0.0635696198287223
ENSG00000142197.8	chr21	37504210	0.21192084190197674	0.06402418925813264
ENSG00000142197.8	chr21	37509765	-0.13177360199499674	0.06824251839337035
ENSG00000142197.8	chr21	37510402	0.12280622951627065	0.0628927381022003
ENSG00000142197.8	chr21	37532430	-0.02581425363315681	0.06322447704202426
ENSG00000142197.8	chr21	37538735	-0.00271925032931841	0.06933726817567605
ENSG00000142197.8	chr21	37548386	0.09168295348275207	0.06954886809903496
ENSG00000142197.8	chr21	37552877	-0.02282768095808845	0.06285307847860327
ENSG00000142197.8	chr21	37558503	-0.01415798754166555	0.06665998471142848
ENSG00000142197.8	chr21	37562698	-0.06175136949709267	0.06415975568409771
ENSG00000142197.8	chr21	37570729	-0.027362039993140217	0.06931156381650519
ENSG00000142197.8	chr21	37574129	-0.005181666012060887	0.06286861732861343
ENSG00000142197.8	chr21	37578309	-0.058121963529053126	0.06526153293485007
ENSG00000142197.8	chr21	37614450	0.1488902731968687	0.06889670354914404
ENSG00000142197.8	chr21	37619142	0.1613774612707241	0.06317933475542935
ENSG00000142197.8	chr21	37619932	0.17887366876648214	0.0626022794084503
ENSG00000142197.8	chr21	37624474	0.08038604771078108	0.06674824138471848
ENSG00000142197.8	chr21	37629063	0.09817518374809794	0.06491767727311476
ENSG00000142197.8	chr21	37635199	0.00548920728454489	0.06950375753938526
ENSG00000142197.8	chr21	37637695	-0.032541455188661424	0.0633388621670718
ENSG00000142197.8	chr21	37645708	0.07276466096221001	0.06562075561586928
ENSG00000142197.8	chr21	37647129	-0.21659397010778486	0.06137705188806448
ENSG00000142197.8	chr21	37658938	0.03788974344558218	0.06423627509905729
ENSG00000142197.8	chr21	37661723	-0.08366977336512785	0.06643290245804502
ENSG00000142197.8	chr21	37667354	-0.15213081837004974	0.06678720429843031
ENSG00000142197.8	chr21	37680515	0.06562257163508513	0.06323582680359399
ENSG00000142197.8	chr21	37681172	0.07493530299070637	0.06436823428413306
ENSG00000142197.8	chr21	37684865	-0.014680373714368804	0.06564614147561341
ENSG00000142197.8	chr21	37703900	-0.09492026473044404	0.06258559809024955
ENSG00000142197.8	chr21	37715391	0.09142623983150874	0.06273025024906738
ENSG00000142197.8	chr21	37754993	-0.06724706765515101	0.06494710468004808
ENSG00000142207.5	chr21	33631146	-0.08646228517361328	0.06444238688127796
ENSG00000142207.5	chr21	33639279	-0.13753627354186038	0.06289660529393364
ENSG00000142207.5	chr21	33652817	-0.022589164921770245	0.06507784548523855
ENSG00000142207.5	chr21	33659555	0.012676159665078544	0.06593274949839444
ENSG00000142207.5	chr21	33676924	-0.011640219613502705	0.06414568376779904
ENSG00000142207.5	chr21	33705412	0.05420651348216253	0.06315256618368285
ENSG00000142207.5	chr21	33716191	0.2808795300968535	0.0644137348110547
ENSG00000142207.5	chr21	33744129	-0.2352610509201089	0.061717757610885236
ENSG00000142207.5	chr21	33757296	-0.0012667631883615613	0.06324550245862615
ENSG00000142207.5	chr21	33762779	-0.1618541807901771	0.06777471087891472
ENSG00000142207.5	chr21	33763679	0.003899804666067482	0.06349958062864962
ENSG00000142207.5	chr21	33764335	0.17472096716369456	0.06290493584453964
ENSG00000142207.5	chr21	33775318	0.10908844364122074	0.06350637800088718
ENSG00000142207.5	chr21	33776736	-0.08320945478873322	0.06812153057730824
ENSG00000142207.5	chr21	33797459	0.14567299882491008	0.062446132241522616
ENSG00000142207.5	chr21	33798271	1.6266112814519037e-06	0.06337242505236411
ENSG00000142207.5	chr21	33826910	0.1416797376478958	0.06584800317290204
ENSG00000142207.5	chr21	33829218	0.0887288033375754	0.06262149296573853
ENSG00000142207.5	chr21	33836090	-0.06122943244764855	0.06338091947929511
ENSG00000142207.5	chr21	33840680	0.0402229865103663	0.06463227529538568
ENSG00000142207.5	chr21	33844947	-0.07690591674136714	0.06382884002980055
ENSG00000142207.5	chr21	33847650	0.11319789646137678	0.06283903997473937
ENSG00000142207.5	chr21	33848189	-0.037757154246471074	0.06532543114505412
ENSG00000142207.5	chr21	33856273	0.0681860591832199	0.06535970662691581
ENSG00000142207.5	chr21	33865010	-0.023693336237222376	0.0689871839656762
ENSG00000154639.14	chr21	18794940	0.05174635824987238	0.06459796214280801
ENSG00000154639.14	chr21	18795121	-0.13351396714455882	0.06838873551694241
ENSG00000154639.14	chr21	18798274	0.014857428356613418	0.06508727051541441
ENSG00000154639.14	chr21	18800954	-2.552613544892562e-05	0.06299407881434838
ENSG00000154639.14	chr21	18808496	-0.02434554183067104	0.06817921986472605
ENSG00000154639.14	chr21	18811660	0.04638217419815235	0.06448025194832427
ENSG00000154639.14	chr21	18824641	-0.016678139252697486	0.06665739401083612
ENSG00000154639.14	chr21	18828835	0.09110056293488714	0.06668649251874531
ENSG00000154639.14	chr21	18829281	0.019737294273696752	0.06387521122501134
ENSG00000154639.14	chr21	18838542	-0.05161719427319508	0.06291010420696196
ENSG00000154639.14	chr21	18842057	-0.09632962114199688	0.06359054621338678
ENSG00000154639.14	chr21	18850661	0.12020614384170528	0.06266175825923066
ENSG00000154639.14	chr21	18857753	-0.05274002278995391	0.06891051789220548
ENSG00000154639.14	chr21	18859940	-0.11589802691566048	0.06256956913369001
ENSG00000154639.14	chr21	18862392	-0.015695712442189192	0.0659299247426331
ENSG00000154639.14	chr21	18896347	0.09243100141745604	0.06284923178657975
ENSG00000154639.14	chr21	18930400	-0.01400578320052455	0.06481401439766
ENSG00000154639.14	chr21	18932290	-0.04972857980135808	0.06446985950655995
ENSG00000154639.14	chr21	18937601	-0.03304209961237458	0.0635937326519215
ENSG00000154639.14	chr21	18941678	0.055286723809195394	0.0636601551868706
ENSG00000154639.14	chr21	18952203	-0.019075992992316475	0.0648085774257303
ENSG00000154639.14	chr21	18989619	0.07935156722873273	0.062424961346650085
ENSG00000154639.14	chr21	18997544	-0.03118200264299512	0.06562129078880992
ENSG00000154639.14	chr21	19002127	0.055951842746047885	0.0626472875940138
ENSG00000154639.14	chr21	19042652	0.03651882266856447	0.0638450412179845
ENSG00000154639.14	chr21	19054450	0.005346654329611856	0.06509352506551963
ENSG00000154639.14	chr21	19056139	-0.056006970582187295	0.06922869080801237
ENSG00000154640.10	chr21	18896347	0.10610820633983864	0.06276310512339604
ENSG00000154640.10	chr21	18930400	-0.038609042530019295	0.06477204182876826
ENSG00000154640.10	chr21	18932290	-0.06823554185040373	0.06439927247351675
ENSG00000154640.10	chr21	18937601	-0.024368858532710872	0.06360958088447707
ENSG00000154640.10	chr21	18941678	0.011539549441742156	0.0637534261409541
ENSG00000154640.10	chr21	18952203	-0.058939229181508776	0.06470768684168224
ENSG00000154640.10	chr21	18989619	0.17882266271856645	0.061613038322790525
ENSG00000154640.10	chr21	18997544	-0.3441654333219744	0.0616423973311718
ENSG00000154640.10	chr21	19002127	0.3148059511512929	0.05955534754941157
ENSG00000154640.10	chr21	19042652	-0.039122124922208255	0.06383874645020021
ENSG00000154640.10	chr21	19054450	0.04168717699890973	0.06503786964875599
ENSG00000154640.10	chr21	19056139	0.06932722447071095	0.06917069660612696
ENSG00000154640.10	chr21	19065936	-0.0005371687901481875	0.06537203561449871
ENSG00000154642.6	chr21	19065936	-0.04024419721058582	0.06531908546207629
ENSG00000154642.6	chr21	19089169	0.0285432780216828	0.0628438456641916
ENSG00000154642.6	chr21	19095242	-0.0190814240454054	0.06710338598807711
ENSG00000154642.6	chr21	19097406	0.028714360420971207	0.0628435376104
ENSG00000154642.6	chr21	19136851	0.010387725401112696	0.06299068006021498
ENSG00000154642.6	chr21	19140093	-0.006196610845103652	0.06967196375909547
ENSG00000154642.6	chr21	19161571	-0.04013752470182206	0.06631884600390689
ENSG00000154642.6	chr21	19185128	0.05422096108864495	0.06392426639015085
ENSG00000154642.6	chr21	19204927	0.08371748590013534	0.06500380946462313
ENSG00000154642.6	chr21	19225577	-0.08184806411365599	0.06278272227194652
ENSG00000154642.6	chr21	19227088	-0.0730233093356408	0.06785972719834397
ENSG00000154642.6	chr21	19231672	0.016785251857130316	0.06695551884406196
ENSG00000154642.6	chr21	19232516	0.07478502119551682	0.06232497996279219
ENSG00000154642.6	chr21	19268869	-0.08745288510589201	0.06825635167564109
ENSG00000154642.6	chr21	19279041	-0.05932648232362656	0.06730123491015802
ENSG00000154642.6	chr21	19290194	0.12707443987812345	0.06336973096816978
ENSG00000154645.9	chr21	19185128	0.04982048261745877	0.06393894114481692
ENSG00000154645.9	chr21	19204927	0.021360104394025227	0.06521792424095581
ENSG00000154645.9	chr21	19225577	-0.03132381297997164	0.06296316694565926
ENSG00000154645.9	chr21	19227088	-0.03767694451103257	0.06799307044799413
ENSG00000154645.9	chr21	19231672	-0.02855383053629225	0.06693764847740594
ENSG00000154645.9	chr21	19232516	-0.070920387699943	0.062342623693099536
ENSG00000154645.9	chr21	19268869	-0.06820464103985828	0.06835931466252188
ENSG00000154645.9	chr21	19279041	-0.03952316969881227	0.06736730792848716
ENSG00000154645.9	chr21	19290194	0.058244060051693365	0.0637791991383505
ENSG00000154645.9	chr21	19306546	-0.0764080048762274	0.06815875561006304
ENSG00000154645.9	chr21	19306748	0.08415687800509666	0.06302119071818414
ENSG00000154645.9	chr21	19310701	-0.0311763012009576	0.06506281313910307
ENSG00000154645.9	chr21	19319850	0.013992941679521923	0.06311326053778063
ENSG00000154645.9	chr21	19320628	0.009185332901476221	0.06454699933832084
ENSG00000154645.9	chr21	19323425	-0.028167408363709137	0.06724058907746486
ENSG00000154645.9	chr21	19378664	-0.06143476857107695	0.06668910308056518
ENSG00000154645.9	chr21	19380630	0.08325671448867271	0.06353631313955904
ENSG00000154645.9	chr21	19441840	-0.05192582204583674	0.06810742912743223
ENSG00000154645.9	chr21	19457239	0.02104124899387829	0.06948941690669698
ENSG00000154645.9	chr21	19481156	0.030927713644370095	0.06864742696495703
ENSG00000154645.9	chr21	19490010	-0.034308747559698025	0.06411226360864375
ENSG00000154645.9	chr21	19494867	-0.04712383388839371	0.0643441003843588
ENSG00000154645.9	chr21	19501587	0.06493742800412469	0.06523406673998464
ENSG00000154645.9	chr21	19502190	0.11890098387784508	0.06477005336500713
ENSG00000154645.9	chr21	19524306	-0.05522239348700901	0.06527229249664353
ENSG00000154645.9	chr21	19534729	0.028258582224582662	0.06754675203283754
ENSG00000154645.9	chr21	19583459	-0.019375932428239026	0.0665065228433963
ENSG00000154645.9	chr21	19626452	-0.03383516101511988	0.06997391607434747
ENSG00000154645.9	chr21	19633138	0.0408251102374808	0.0626932700043236
ENSG00000154645.9	chr21	19653343	0.04885170137267035	0.06501673550113504
ENSG00000154645.9	chr21	19657318	-0.0736104160768092	0.06693352580567734
ENSG00000154645.9	chr21	19680694	-0.057042112454452634	0.06378363290178714
ENSG00000154645.9	chr21	19685653	0.02871928952825693	0.06438909221846363
ENSG00000154645.9	chr21	19711012	0.07520422956233926	0.06294069566457601
ENSG00000154654.10	chr21	22271788	0.025377763237868108	0.06849680329517195
ENSG00000154654.10	chr21	22272290	0.03565272341088013	0.06295402969165845
ENSG00000154654.10	chr21	22286851	-0.008907200047462174	0.06741731170267079
ENSG00000154654.10	chr21	22298867	0.06362221748029097	0.06496257767083571
ENSG00000154654.10	chr21	22310308	-0.09535621377031324	0.06479783399338825
ENSG00000154654.10	chr21	22345636	0.042194629484962935	0.0655947463348664
ENSG00000154654.10	chr21	22346284	-0.07166854410932724	0.06739997221607122
ENSG00000154654.10	chr21	22353978	-0.07582299671686249	0.06344530856431672
ENSG00000154654.10	chr21	22354377	0.1015842340277268	0.06408243664448639
ENSG00000154654.10	chr21	22371671	-0.005713171922707412	0.06900542972654837
ENSG00000154654.10	chr21	22383472	-0.005996241384785052	0.0641488766452921
ENSG00000154654.10	chr21	22386099	0.01782502165764285	0.06592757121341257
ENSG00000154654.10	chr21	22404128	0.012995880536984562	0.063367073249798
ENSG00000154654.10	chr21	22416354	-0.019237200359339776	0.0638758339574886
ENSG00000154654.10	chr21	22457519	0.09264708208869796	0.06637993398880081
ENSG00000154654.10	chr21	22523296	-0.0529573581732316	0.06303086950707543
ENSG00000154654.10	chr21	22528887	-0.01311857905312548	0.06414450965486179
ENSG00000154654.10	chr21	22559760	-0.08081314803418689	0.06380905285176511
ENSG00000154654.10	chr21	22570504	0.0477535215579515	0.06796375672135621
